ID,Description,Calories,Protein,TotalFat,Carbohydrate,Sodium,SaturatedFat,Cholesterol,Sugar,Calcium,Iron,Potassium,VitaminC,VitaminE,VitaminD
15064,"PIKE,WALLEYE,RAW",93,19.14,1.22,0,51,0.249,86,,110,1.3,389,0,,
15065,"POLLOCK,ATLANTIC,RAW",92,19.44,0.98,0,86,0.135,71,0,60,0.46,356,0,0.23,1
15066,"POLLOCK,WALLEYE,RAW",56,12.19,0.41,0,333,0.124,46,0,15,0.22,160,0,0.49,0.2
15067,"POLLOCK,WALLEYE,CKD,DRY HEAT",111,23.48,1.18,0,419,0.159,86,0,72,0.56,430,0,0.28,1.3
15068,"POMPANO,FLORIDA,RAW",164,18.48,9.47,0,65,3.509,50,0,22,0.6,381,0,0.18,11
15069,"POMPANO,FLORIDA,CKD,DRY HEAT",211,23.69,12.14,0,76,4.499,64,,43,0.67,636,0,,
15070,"ROCKFISH,PACIFIC,MXD SP,RAW",90,18.36,1.34,0,74,0.347,50,0,14,0.3,386,0,0.36,3.8
15071,"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",109,22.23,1.62,0,89,0.42,61,0,17,0.36,467,0,0.44,4.6
15072,"ROE,MIXED SPECIES,RAW",143,22.32,6.42,1.5,91,1.456,374,0,22,0.6,221,16,7,12.1
15073,"ROUGHY,ORANGE,RAW",76,16.41,0.7,0,72,0.015,60,0,9,1.01,167,0,1.2,
15074,"SABLEFISH,RAW",195,13.41,15.3,0,56,3.201,49,,35,1.28,358,0,,
15075,"SABLEFISH,SMOKED",257,17.65,20.14,0,737,4.213,64,,50,1.69,471,0,,
15076,"SALMON,ATLANTIC,WILD,RAW",142,19.84,6.34,0,44,0.981,55,,12,0.8,490,0,,
15077,"SALMON,CHINOOK,SMOKED",117,18.28,4.32,0,784,0.929,23,0,11,0.85,175,0,1.35,17.1
15078,"SALMON,CHINOOK,RAW",179,19.93,10.43,0,47,3.1,50,0,26,0.25,394,4,1.22,
15079,"SALMON,CHUM,RAW",120,20.14,3.77,0,50,0.84,74,,11,0.55,429,0,1.09,
15080,"FISH,SALMON,CHUM,CND,DRND SOL W/ BONE",141,21.43,5.5,0,487,1.486,39,0,249,0.7,300,0,1.6,9.6
15081,"SALMON,COHO,WILD,RAW",146,21.62,5.93,0,46,1.26,45,0,36,0.56,423,1,0.73,9
15082,"SALMON,COHO,WILD,CKD,MOIST HEAT",184,27.36,7.5,0,53,1.595,57,,46,0.71,455,1,,
15083,"SALMON,PINK,RAW",127,20.5,4.4,0,75,0.81,46,0,7,0.38,366,0,0.4,10.9
15084,"FISH,SALMON,PINK,CND,TOTAL CAN CONTENTS",129,19.68,4.97,0,403,0.862,55,0,215,0.64,344,0,0.64,13.7
15085,"SALMON,SOCKEYE,RAW",142,21.31,5.61,0,112,1.182,53,0,10,0.42,343,0,0.95,11
15086,"SALMON,SOCKEYE,CKD,DRY HEAT",169,25.4,6.69,0,134,0.909,63,0,12,0.5,408,0,1.14,13.1
15087,"FISH,SALMON,SOCKEYE,CND,DRND SOL",167,23.59,7.39,0,408,1.44,79,0,232,0.65,314,0,2.07,21
15088,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",208,24.62,11.45,0,505,1.528,142,0,382,2.92,397,0,2.04,4.8
15089,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",185,20.86,10.45,0.54,414,2.684,61,0.43,240,2.3,341,1,1.38,4.8
15090,"SCUP,RAW",105,18.88,2.73,0,42,0.64,52,0,40,0.53,287,0,0.5,1.2
15091,"SEA BASS,MXD SP,RAW",97,18.43,2,0,68,0.511,41,0,10,0.29,256,0,0.84,5.6
15092,"SEA BASS,MXD SP,CKD,DRY HEAT",124,23.63,2.56,0,87,0.655,53,,13,0.37,328,0,,
15093,"SEATROUT,MXD SP,RAW",104,16.74,3.61,0,58,1.009,83,,17,0.27,341,0,,
15094,"SHAD,AMERICAN,RAW",197,16.93,13.77,0,51,3.126,75,0,47,0.97,384,0,1.22,4.8
15095,"SHARK,MIXED SPECIES,RAW",130,20.98,4.51,0,79,0.925,51,0,34,0.84,160,0,1,0.6
15096,"SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED",228,18.62,13.82,6.39,122,3.205,59,,50,1.11,155,0,,
15097,"SHEEPSHEAD,RAW",108,20.21,2.41,0,71,0.609,50,,21,0.46,404,0,,
15098,"SHEEPSHEAD,CKD,DRY HEAT",126,26.02,1.63,0,73,0.36,64,,37,0.67,512,0,,
15099,"SMELT,RAINBOW,RAW",97,17.63,2.42,0,60,0.452,70,0,60,0.9,290,0,0.5,0.8
15100,"SMELT,RAINBOW,CKD,DRY HEAT",124,22.6,3.1,0,77,0.579,90,,77,1.15,372,0,,
15101,"SNAPPER,MIXED SPECIES,RAW",100,20.51,1.34,0,64,0.285,37,0,32,0.18,417,1.6,0.96,10.2
15102,"SNAPPER,MXD SP,CKD,DRY HEAT",128,26.3,1.72,0,57,0.365,47,,40,0.24,522,1.6,,
15103,"SPOT,RAW",123,18.51,4.9,0,29,1.45,60,,14,0.32,496,0,,
15104,"STURGEON,MXD SP,RAW",105,16.14,4.04,0,54,0.915,60,0,13,0.7,284,0,0.5,10.3
15105,"STURGEON,MXD SP,CKD,DRY HEAT",135,20.7,5.18,0,69,1.173,77,0,17,0.9,364,0,0.63,12.9
15106,"STURGEON,MXD SP,SMOKED",173,31.2,4.4,0,739,1.037,80,0,17,0.93,379,0,0.5,16.1
15107,"SUCKER,WHITE,RAW",92,16.76,2.32,0,40,0.452,41,,70,1.3,380,0,,
15108,"SUNFISH,PUMPKIN SEED,RAW",89,19.4,0.7,0,80,0.139,67,,80,1.2,350,1,,
15109,SURIMI,99,15.18,0.9,6.85,143,0.191,30,0,9,0.26,112,0,0.63,
15110,"SWORDFISH,RAW",144,19.66,6.65,0,81,1.602,66,0,5,0.38,418,0,2.02,13.9
15111,"SWORDFISH,COOKED,DRY HEAT",172,23.45,7.93,0,97,1.911,78,0,6,0.45,499,0,2.41,16.6
15112,"TILEFISH,RAW",96,17.5,2.31,0,53,0.441,50,,26,0.25,433,0,,
15113,"TILEFISH,COOKED,DRY HEAT",147,24.49,4.69,0,59,0.868,64,,26,0.31,512,0,,
15114,"TROUT,MIXED SPECIES,RAW",148,20.77,6.61,0,52,1.149,58,0,43,1.5,361,0.5,0.2,3.9
15115,"TROUT,RAINBOW,WILD,RAW",119,20.48,3.46,0,31,0.722,59,,67,0.7,481,2.4,,
15116,"TROUT,RAINBOW,WILD,CKD,DRY HEAT",150,22.92,5.82,0,56,1.619,69,,86,0.38,448,2,,
15117,"TUNA,FRESH,BLUEFIN,RAW",144,23.33,4.9,0,39,1.257,38,0,8,1.02,252,0,1,5.7
15118,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",184,29.91,6.28,0,50,1.612,49,,10,1.31,323,0,,
15119,"TUNA,LT,CND IN OIL,DRND SOL",198,29.13,8.21,0,354,1.534,18,0,13,1.39,207,0,0.87,6.7
15121,"TUNA,LT,CND IN H2O,DRND SOL",116,25.51,0.82,0,338,0.234,30,0,11,1.53,237,0,0.33,4.5
15123,"TUNA,FRESH,SKIPJACK,RAW",103,22,1.01,0,37,0.328,47,,29,1.25,407,1,,
15124,"TUNA,WHITE,CND IN OIL,DRND SOL",186,26.53,8.08,0,396,1.28,31,0,4,0.65,333,0,2.3,
15126,"TUNA,WHITE,CND IN H2O,DRND SOL",128,23.62,2.97,0,377,0.792,42,0,14,0.97,237,0,0.85,2
15127,"TUNA,FRESH,YELLOWFIN,RAW",109,24.4,0.49,0,45,0.172,39,0,4,0.77,441,0,0.24,1.7
15128,TUNA SALAD,187,16.04,9.26,9.41,402,1.544,13,,17,1,178,2.2,,
15129,"TURBOT,EUROPEAN,RAW",95,16.05,2.95,0,150,0.75,48,,18,0.36,238,1.7,,
15130,"WHITEFISH,MXD SP,RAW",134,19.09,5.86,0,51,0.906,60,0,26,0.37,317,0,0.2,12
15131,"WHITEFISH,MXD SP,SMOKED",108,23.4,0.93,0,1019,0.228,33,0,18,0.5,423,0,0.21,12.8
15132,"WHITING,MIXED SPECIES,RAW",90,18.31,1.31,0,72,0.247,67,0,48,0.34,249,0,0.3,1.4
15133,"WHITING,MXD SP,CKD,DRY HEAT",116,23.48,1.69,0,132,0.4,84,0,62,0.42,434,0,0.38,1.8
15134,"WOLFFISH,ATLANTIC,RAW",96,17.5,2.39,0,85,0.365,46,,6,0.09,300,0,,
15135,"YELLOWTAIL,MXD SP,RAW",146,23.14,5.24,0,39,1.28,55,,23,0.49,420,2.8,,
15136,"CRAB,ALASKA KING,RAW",84,18.29,0.6,0,836,0.09,42,,46,0.59,204,7,,
15137,"CRAB,ALASKA KING,CKD,MOIST HEAT",97,19.35,1.54,0,1072,0.133,53,,59,0.76,262,7.6,,
15138,"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",95,7.62,0.46,15,841,0.176,20,6.25,13,0.39,90,0,0.17,0
15139,"CRAB,BLUE,RAW",87,18.06,1.08,0.04,293,0.222,78,,89,0.74,329,3,,
15140,"CRAB,BLUE,CKD,MOIST HEAT",83,17.88,0.74,0,395,0.201,97,0,91,0.5,259,3.3,1.84,0
15141,"CRAB,BLUE,CANNED",83,17.88,0.74,0,395,0.201,97,0,91,0.5,259,3.3,1.84,0
15142,"CRAB,BLUE,CRAB CAKES",155,20.21,7.52,0.48,330,1.483,150,,105,1.08,324,2.8,,
15143,"CRAB,DUNGENESS,RAW",86,17.41,0.97,0.74,295,0.132,59,,46,0.37,354,3.5,,
15144,"CRAB,QUEEN,RAW",90,18.5,1.18,0,539,0.143,55,,26,2.5,173,7,,
15145,"CRAYFISH,MXD SP,WILD,RAW",77,15.97,0.95,0,58,0.159,114,0,27,0.84,302,1.2,2.85,0
15146,"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",82,16.77,1.2,0,94,0.181,133,0,60,0.83,296,0.9,1.5,0
15147,"LOBSTER,NORTHERN,RAW",77,16.52,0.75,0,423,0.181,127,0,84,0.26,200,0,0.87,0
15148,"LOBSTER,NORTHERN,CKD,MOIST HEAT",89,19,0.86,0,486,0.208,146,0,96,0.29,230,0,1,0
15149,"SHRIMP,MIXED SPECIES,RAW",71,13.61,1.01,0.91,566,0.115,126,0,54,0.21,113,0,1.32,0.1
15150,"SHRIMP,MXD SP,CKD,BREADED&FRIED",242,21.39,12.28,11.47,344,2.087,138,0.8,67,1.26,225,1.5,1.3,0.1
15151,"SHRIMP,MXD SP,CKD,MOIST HEAT",119,22.78,1.7,1.52,947,0.521,211,0,91,0.32,170,0,2.2,0.1
15152,"SHRIMP,MXD SP,CND",100,20.42,1.36,0,777,0.188,252,0,145,2.13,80,4.1,1.1,0
15153,"SHRIMP,MXD SP,IMITN,MADE FROM SURIMI",101,12.39,1.47,9.13,705,0.29,36,,19,0.6,89,0,,
15154,"SPINY LOBSTER,MXD SP,RAW",112,20.6,1.51,2.43,177,0.237,70,,49,1.22,180,2,,
15155,"ABALONE,MIXED SPECIES,RAW",105,17.1,0.76,6.01,301,0.149,85,0,31,3.19,250,2,4,0
15156,"ABALONE,MXD SP,CKD,FRIED",189,19.63,6.78,11.05,591,1.646,94,,37,3.8,284,1.8,,
15157,"CLAM,MIXED SPECIES,RAW",86,14.67,0.96,3.57,601,0.187,30,0,39,1.62,46,0,0.68,0
15158,"CLAM,MXD SP,CKD,BREADED&FRIED",202,14.24,11.15,10.33,364,2.683,61,,63,13.91,326,10,,
15159,"CLAM,MXD SP,CKD,MOIST HEAT",148,25.55,1.95,5.13,1202,0.188,67,,92,27.96,628,22.1,,
15160,"CLAM,MXD SP,CND,DRND SOL",142,24.25,1.59,5.9,112,0.309,50,0,65,2.68,628,0,1.12,0.1
15162,"CLAM,MXD SP,CND,LIQ",2,0.4,0.02,0.1,215,0.002,3,0,13,0.3,149,1,0.31,0
15163,"CUTTLEFISH,MXD SP,RAW",79,16.24,0.7,0.82,372,0.118,112,,90,6.02,354,5.3,,
15164,"MUSSEL,BLUE,RAW",86,11.9,2.24,3.69,286,0.425,28,0,26,3.95,320,8,0.55,0
15165,"MUSSEL,BLUE,CKD,MOIST HEAT",172,23.8,4.48,7.39,369,0.85,56,,33,6.72,268,13.6,,
15166,"OCTOPUS,COMMON,RAW",82,14.91,1.04,2.2,230,0.227,48,0,53,5.3,350,5,1.2,0
15167,"OYSTER,EASTERN,WILD,RAW",51,5.71,1.71,2.72,85,0.474,40,0.62,59,4.61,156,0,0.85,0
15168,"OYSTER,EASTERN,CKD,BREADED&FRIED",199,8.77,12.58,11.62,417,3.197,71,,62,6.95,244,3.8,,
15169,"OYSTER,EASTERN,WILD,CKD,MOIST HEAT",102,11.42,3.42,5.45,166,0.948,79,1.23,116,9.21,139,0,1.7,0
15170,"OYSTER,EASTERN,CANNED",68,7.06,2.47,3.91,112,0.631,55,0,45,6.7,229,5,0.85,0
15171,"OYSTER,PACIFIC,RAW",81,9.45,2.3,4.95,106,0.51,50,,8,5.11,168,8,,
15172,"SCALLOP,MIXED SPECIES,RAW",69,12.06,0.49,3.18,392,0.128,24,0,6,0.38,205,0,0,0
15173,"SCALLOP,MXD SP,CKD,BREADED&FRIED",216,18.07,10.94,10.13,464,2.669,54,,42,0.82,333,2.3,,
15174,"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",99,12.77,0.41,10.62,795,0.08,22,,8,0.31,103,0,,
15175,"SQUID,MIXED SPECIES,RAW",92,15.58,1.38,3.08,44,0.358,233,0,32,0.68,246,4.7,1.2,0
15176,"SQUID,MXD SP,CKD,FRIED",175,17.94,7.48,7.79,306,1.878,260,,39,1.01,279,4.2,,
15177,"WHELK,UNSPECIFIED,RAW",137,23.84,0.4,7.76,206,0.031,65,0,57,5.03,347,4,0.13,0
15178,"WHELK,UNSPEC,CKD,MOIST HEAT",275,47.68,0.8,15.52,412,0.062,130,,113,10.06,694,6.8,,
15179,"SALMON,CHINOOK,SMOKED,(LOX),REG",117,18.28,4.32,0,2000,0.929,23,,11,0.85,175,0,,
15180,"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",141,21.43,5.5,0,75,1.486,39,,249,0.7,300,0,,
15181,"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",139,19.78,6.05,0,75,1.535,55,,213,0.84,326,0,,
15182,"SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",153,20.47,7.31,0,75,1.644,44,,239,1.06,377,0,,
15183,"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",198,29.13,8.21,0,50,1.534,18,,13,1.39,207,0,,
15184,"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",116,25.51,0.82,0,50,0.234,30,0,11,1.53,237,0,,
15185,"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",186,26.53,8.08,0,50,1.65,31,,4,0.65,333,0,,
15186,"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",128,23.62,2.97,0,50,0.792,42,,14,0.97,237,0,,
15187,"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",146,24.18,4.73,0,90,1.001,87,,103,1.91,456,2.1,,
15188,"BASS,STRIPED,CKD,DRY HEAT",124,22.73,2.99,0,88,0.65,103,,19,1.08,328,0,,
15189,"BLUEFISH,COOKED,DRY HEAT",159,25.69,5.44,0,77,1.172,76,,9,0.62,477,0,,
15190,"BURBOT,COOKED,DRY HEAT",115,24.76,1.04,0,124,0.209,77,,64,1.15,518,0,,
15191,"BUTTERFISH,CKD,DRY HEAT",187,22.15,10.28,0,114,,83,,28,0.64,481,0,,
15192,"COD,PACIFIC,CKD,DRY HEAT",85,18.73,0.5,0,372,0.105,57,0,10,0.2,289,0,0.67,0.6
15193,"CUSK,COOKED,DRY HEAT",112,24.35,0.88,0,40,,53,,13,1.06,503,0,,
15194,"DOLPHINFISH,CKD,DRY HEAT",109,23.72,0.9,0,113,0.241,94,,19,1.45,533,0,,
15195,"DRUM,FRESHWATER,CKD,DRY HEAT",153,22.49,6.32,0,96,1.434,82,,77,1.15,353,1,,
15196,"HALIBUT,GREENLAND,CKD,DRY HEAT",239,18.42,17.74,0,103,3.102,59,,4,0.85,344,0,,
15197,"HERRING,PACIFIC,CKD,DRY HEAT",250,21.01,17.79,0,95,4.174,99,,106,1.44,542,0,,
15198,"LING,COOKED,DRY HEAT",111,24.35,0.82,0,173,,51,,44,0.83,486,0,,
15199,"LINGCOD,COOKED,DRY HEAT",109,22.64,1.36,0,76,0.255,67,,18,0.41,560,0,,
15200,"MACKEREL,KING,CKD,DRY HEAT",134,26,2.56,0,203,0.465,68,,40,2.28,558,1.6,,
15201,"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",201,25.73,10.12,0,110,2.881,60,0,29,1.49,521,2.1,1.25,11.4
15202,"MILKFISH,COOKED,DRY HEAT",190,26.32,8.63,0,92,,67,,65,0.41,374,0,,
15203,"MONKFISH,COOKED,DRY HEAT",97,18.56,1.95,0,23,,32,,10,0.41,513,1,,
15204,"PIKE,WALLEYE,CKD,DRY HEAT",119,24.54,1.56,0,65,0.319,110,,141,1.67,499,0,,
15205,"POLLOCK,ATLANTIC,CKD,DRY HEAT",118,24.92,1.26,0,110,0.17,91,,77,0.59,456,0,,
15206,"POUT,OCEAN,CKD,DRY HEAT",102,21.33,1.17,0,78,0.41,67,,13,0.36,513,0,,
15207,"ROE,MXD SP,CKD,DRY HEAT",204,28.62,8.23,1.92,117,1.866,479,,28,0.77,283,16.4,,
15208,"SABLEFISH,COOKED,DRY HEAT",250,17.19,19.62,0,72,4.099,63,,45,1.64,459,0,,
15209,"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",182,25.44,8.13,0,56,1.257,71,,15,1.03,628,0,,
15210,"SALMON,CHINOOK,CKD,DRY HEAT",231,25.72,13.38,0,60,3.214,85,,28,0.91,505,4.1,,
15211,"SALMON,CHUM,CKD,DRY HEAT",154,25.82,4.83,0,64,1.077,95,,14,0.71,550,0,,
15212,"SALMON,PINK,CKD,DRY HEAT",153,24.58,5.28,0,90,0.971,55,0,8,0.45,439,0,0.48,13
15213,"SCUP,COOKED,DRY HEAT",135,24.21,3.5,0,54,,67,,51,0.68,368,0,,
15214,"SEATROUT,MXD SP,CKD,DRY HEAT",133,21.46,4.63,0,74,1.293,106,,22,0.35,437,0,,
15215,"SHAD,AMERICAN,CKD,DRY HEAT",252,21.71,17.65,0,65,,96,,60,1.24,492,0,,
15216,"SPOT,COOKED,DRY HEAT",158,23.73,6.28,0,37,1.859,77,,18,0.41,636,0,,
15217,"SUCKER,WHITE,CKD,DRY HEAT",119,21.49,2.97,0,51,0.579,53,,90,1.67,487,0,,
15218,"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",114,24.87,0.9,0,103,0.178,86,,103,1.54,449,1,,
15219,"TROUT,MXD SP,CKD,DRY HEAT",190,26.63,8.47,0,67,1.474,74,,55,1.92,463,0.5,,
15220,"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",132,28.21,1.29,0,47,0.42,60,,37,1.6,522,1,,
15221,"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",130,29.15,0.59,0,54,0.205,47,0,4,0.92,527,0,0.29,2
15222,"TURBOT,EUROPEAN,CKD,DRY HEAT",122,20.58,3.78,0,192,,62,,23,0.46,305,1.7,,
15223,"WHITEFISH,MXD SP,CKD,DRY HEAT",172,24.47,7.51,0,65,1.162,77,,33,0.47,406,0,,
15224,"WOLFFISH,ATLANTIC,CKD,DRY HEAT",123,22.44,3.06,0,109,0.468,59,,8,0.12,385,0,,
15225,"YELLOWTAIL,MXD SP,CKD,DRY HEAT",187,29.67,6.72,0,50,,71,,29,0.63,538,2.9,,
15226,"CRAB,DUNGENESS,CKD,MOIST HEAT",110,22.32,1.24,0.95,378,0.168,76,,59,0.43,408,3.6,,
15227,"CRAB,QUEEN,CKD,MOIST HEAT",115,23.72,1.51,0,691,0.183,71,,33,2.88,200,7.2,,
15228,"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",143,26.41,1.94,3.12,227,0.303,90,,63,1.41,208,2.1,,
15229,"CUTTLEFISH,MXD SP,CKD,MOIST HEAT",158,32.48,1.4,1.64,744,0.236,224,,180,10.84,637,8.5,,
15230,"OCTOPUS,COMMON,CKD,MOIST HEAT",164,29.82,2.08,4.4,460,0.453,96,0,106,9.54,630,8,1.2,0
15231,"OYSTER,PACIFIC,CKD,MOIST HEAT",163,18.9,4.6,9.9,212,1.02,100,0,16,9.2,302,12.8,0.85,
15232,"ROUGHY,ORANGE,CKD,DRY HEAT",105,22.64,0.9,0,69,0.034,80,0,11,1.13,181,0,1.87,
15233,"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",105,18.47,2.85,0,50,0.744,72,,11,0.35,419,0.8,,
15234,"CATFISH,CHANNEL,FARMED,RAW",119,15.23,5.94,0,98,1.31,55,0,8,0.23,302,0,0.81,0.2
15235,"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",144,18.44,7.19,0,119,1.586,66,0,9,0.28,366,0,0.97,0.3
15236,"SALMON,ATLANTIC,FARMED,RAW",208,20.42,13.42,0,59,3.05,55,,9,0.34,363,3.9,3.55,
15237,"SALMON,ATLANTIC,FARMED,CKD,DRY HEAT",206,22.1,12.35,0,61,2.504,63,,15,0.34,384,3.7,,
15238,"SALMON,COHO,FARMED,RAW",160,21.27,7.67,0,47,1.816,51,,12,0.34,450,1.1,,
15239,"SALMON,COHO,FARMED,CKD,DRY HEAT",178,24.3,8.23,0,52,1.944,63,,12,0.39,460,1.5,,
15240,"TROUT,RAINBOW,FARMED,RAW",141,19.94,6.18,0,51,1.383,59,0,25,0.31,377,2.9,2.34,15.9
15241,"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",168,23.8,7.38,0,61,1.651,70,0,30,0.36,450,2.9,2.79,19
15242,"CRAYFISH,MXD SP,FARMED,RAW",72,14.85,0.97,0,62,0.163,107,,25,0.55,261,0.5,,
15243,"CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",87,17.52,1.3,0,97,0.216,137,,51,1.11,238,0.5,,
15244,"OYSTER,EASTERN,WILD,CKD,DRY HEAT",79,8.87,2.65,4.23,132,0.736,62,0.96,92,7.16,242,0,1.32,0
15245,"OYSTER,EASTERN,FARMED,RAW",59,5.22,1.55,5.53,178,0.443,25,,44,5.78,124,4.7,,
15246,"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",79,7,2.12,7.28,163,0.683,38,,56,7.77,152,6,,
15247,"SALMON,COHO,WILD,CKD,DRY HEAT",139,23.45,4.3,0,58,1.054,55,0,45,0.61,434,1.4,0.92,11.3
15250,"CONCH,BAKED OR BROILED",130,26.3,1.2,1.7,153,0.37,65,0,98,1.41,163,0,6.33,0
15251,"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",212,12.69,11.72,13.96,173,1.57,26,,8,1.24,165,0,,
15252,"USDA COMMODITY,SALMON NUGGETS,CKD AS PURCHASED,UNHTD",189,11.97,10.43,11.85,167,1.497,27,,9,1.46,161,0,,
15253,"SALMON,SOCKEYE,CND,TOTAL CAN CONTENTS",153,20.63,7.17,0,433,1.46,67,0,198,0.57,329,0,1.88,19
15260,"FISH,SALMON,PINK,CND,DRND SOL",138,23.1,5.02,0,381,0.895,83,0,283,0.77,333,0,1.28,14.5
15261,"FISH,TILAPIA,RAW",96,20.08,1.7,0,52,0.585,50,0,10,0.56,302,0,0.4,3.1
15262,"FISH,TILAPIA,CKD,DRY HEAT",128,26.15,2.65,0,56,0.94,57,0,14,0.69,380,0,0.79,3.7
15264,"SALMON,SOCKEYE,CND,DRND SOL,WO/ SKN & BONES",158,26.33,5.87,0,386,1.211,66,0,37,0.48,312,0,2.09,21.5
15265,"FISH,SALMON,PINK,CND,DRND SOL,WO/ SKN & BONES",136,24.62,4.21,0,378,0.749,83,0,60,0.57,326,0,1.28,14.1
16001,"BEANS,ADZUKI,MATURE SEEDS,RAW",329,19.87,0.53,62.9,5,0.191,0,,66,4.98,1254,0,,0
16002,"BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",128,7.52,0.1,24.77,8,0.036,0,,28,2,532,0,,0
16003,"BEANS,ADZUKI,MATURE SEEDS,CND,SWTND",237,3.8,0.03,55.01,218,0.011,0,,22,1.13,119,0,,0
16004,"BEANS,ADZUKI,YOKAN,MATURE SEEDS",260,3.29,0.12,60.72,83,0.043,0,,27,1.16,45,0,,0
16005,"BEANS,BAKED,HOME PREPARED",155,5.54,5.15,21.63,422,1.948,5,,61,1.99,358,1.1,,0
16006,"BEANS,BKD,CND,PLN OR VEGETARIAN",94,4.75,0.37,21.14,343,0.071,0,7.96,34,1.19,224,0,0.15,0
16007,"BEANS,BKD,CND,W/BF",121,6.38,3.45,16.91,475,1.677,22,,45,1.6,320,1.8,,0
16008,"BEANS,BKD,CND,W/FRANKS",142,6.75,6.57,15.39,430,2.352,6,6.53,48,1.73,235,2.3,0.16,0
16009,"BEANS,BKD,CND,W/PORK",106,5.19,1.55,19.99,414,0.599,7,,53,1.7,309,2,,0
16010,"BEANS,BKD,CND,W/PORK&SWT SAU",112,5.29,1.44,21.12,334,0.491,7,8.56,59,1.65,258,2.8,0.03,0
16011,"BEANS,BKD,CND,W/PORK&TOMATO SAU",94,5.15,0.93,18.69,437,0.293,7,5.67,56,3.24,295,3,0.1,0
16014,"BEANS,BLACK,MATURE SEEDS,RAW",341,21.6,1.42,62.36,5,0.366,0,2.12,123,5.02,1483,0,0.21,0
16015,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",132,8.86,0.54,23.71,1,0.139,0,,27,2.1,355,0,,0
16016,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,RAW",339,21.25,0.9,63.25,9,0.232,0,2.12,160,8.7,1500,0,0.21,0
16017,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,WO/SALT",130,8.18,0.35,24.35,3,0.089,0,0.32,55,2.85,433,0,0.87,0
16018,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CND",91,6.03,0.29,16.56,384,0.075,0,,35,1.9,308,2.7,,0
16019,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",335,23.03,1.23,60.05,6,0.316,0,,127,5,1332,0,,0
16020,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",136,9.34,0.46,24.46,1,0.119,0,,50,2.09,387,0,,0
16021,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND",83,5.54,0.28,15.12,332,0.072,0,,34,1.55,260,0.8,,0
16022,"BEANS,FRENCH,MATURE SEEDS,RAW",343,18.81,2.02,64.11,18,0.221,0,,186,3.4,1316,4.6,,0
16023,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",129,7.05,0.76,24.02,6,0.083,0,,63,1.08,370,1.2,,0
16024,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",339,21.86,1.14,62.37,14,0.356,0,2.26,175,5.47,1387,5.3,0.22,0
16025,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",118,8.33,0.45,21.09,2,0.14,0,,68,2.13,391,1.3,,0
16026,"BEANS,GREAT NORTHERN,MATURE SEEDS,CND",114,7.37,0.39,21.02,4,0.12,0,,53,1.57,351,1.3,,0
16027,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",333,23.58,0.83,60.01,24,0.12,0,2.23,143,8.2,1406,4.5,0.22,0
16028,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",127,8.67,0.5,22.8,1,0.073,0,0.32,35,2.22,405,1.2,0.03,0
